Timestamp,AT,V,AP,RH,PE,CO2,Predicted_PE,Residual,Anomaly
2020-01-02 09:00:00,30.98,67.45,1015.18,45.4,433.59,355.53275087758993,433.5765254604755,0.013474539524452211,1
2020-01-02 10:00:00,31.96,71.29,1008.39,47.51,433.04,354.71224895565024,432.57591336054907,0.4640866394509544,1
2020-01-02 11:00:00,15.83,52.75,1024.3,58.34,458.6,378.47950143381604,461.56036760221474,-2.960367602214717,1
2020-01-02 12:00:00,22.56,70.79,1005.85,93.09,435.14,360.86369087219754,440.07767179536285,-4.93767179536286,1
2020-01-02 13:00:00,25.91,75.6,1018.23,62.65,443.2,359.96444006695714,438.981024471899,4.218975528100998,1
2020-01-02 14:00:00,8.24,39.61,1017.99,78.42,477.9,394.83765852536754,481.5093396650824,-3.609339665082416,1
2020-01-02 15:00:00,24.66,60.29,1018.0,59.56,445.26,364.65235247317815,444.697990820949,0.5620091790510173,1
2020-01-02 16:00:00,29.31,68.67,1006.18,63.38,435.57,355.5176241417069,433.5580782215938,2.0119217784061902,1
2020-01-02 17:00:00,21.48,66.91,1008.58,84.49,447.42,362.9105555648105,442.57384824976896,4.8461517502310585,1
2020-01-02 18:00:00,18.28,44.71,1016.99,33.71,462.28,380.053928495306,463.4804006040318,-1.2004006040318131,1
2020-01-02 19:00:00,26.96,65.34,1015.05,46.93,441.81,362.74147527425436,442.3676527734809,-0.5576527734809247,1
2020-01-02 20:00:00,16.01,65.46,1014.0,87.68,454.16,373.47937688883025,455.46265474247593,-1.3026547424759087,1
2020-01-02 21:00:00,27.37,63.73,1009.79,65.25,437.24,361.586597794759,440.9592656033646,-3.7192656033645903,1
2020-01-02 22:00:00,16.3,39.63,1004.64,85.61,464.11,379.7547527602527,463.1155521466497,0.9944478533503229,1
2020-01-02 23:00:00,23.8,48.6,1002.43,67.32,440.89,363.5372206742179,443.3380739929487,-2.448073992948707,1
2020-01-03 00:00:00,8.19,41.66,1016.57,75.38,485.2,395.02302869113316,481.73540084284537,3.4645991571546233,1
2020-01-03 01:00:00,25.28,67.69,1009.05,68.54,445.34,358.589583455427,437.3043700675939,8.035629932406096,1
2020-01-03 02:00:00,21.47,70.32,1011.72,88.36,440.0,362.9600122375398,442.63416126529245,-2.634161265292448,1
2020-01-03 03:00:00,30.54,67.45,1014.37,32.97,431.35,356.3336365537996,434.5532153095117,-3.203215309511677,1
2020-01-03 04:00:00,18.3,44.06,1017.95,63.24,456.32,377.9387446012444,460.9009080502981,-4.580908050298092,1
2020-01-03 05:00:00,25.82,72.39,1003.4,86.33,432.98,355.20085512619266,433.1717745441374,-0.19177454413738815,1
2020-01-03 06:00:00,31.12,69.13,1009.61,56.54,429.41,355.6052975096469,433.66499696298405,-4.254996962984023,1
2020-01-03 07:00:00,15.99,39.63,1006.09,89.92,464.95,380.27816114240085,463.7538550517084,1.1961449482915896,1
2020-01-03 08:00:00,8.42,42.28,1008.4,87.78,481.91,394.47407853598105,481.06594943412324,0.8440505658767847,1
2020-01-03 09:00:00,23.7,69.23,1011.73,73.18,437.15,360.6930642849724,439.8695905914298,-2.719590591429835,1
2020-01-03 10:00:00,15.71,40.12,1012.81,97.46,462.6,380.3032618745217,463.78446570063625,-1.184465700636224,1
2020-01-03 11:00:00,29.11,74.9,1003.31,74.01,432.43,356.21262143749476,434.40563589938387,-1.9756358993838603,1
2020-01-03 12:00:00,23.73,61.02,1009.71,78.7,442.22,362.992671741282,442.6739899283927,-0.45398992839267294,1
2020-01-03 13:00:00,28.26,65.34,1014.56,43.4,441.03,361.8955143751275,441.3359931403994,-0.3059931403994369,1
2020-01-03 14:00:00,15.92,41.2,1016.04,73.37,468.91,381.1206937094575,464.78133379202137,4.128666207978654,1
2020-01-03 15:00:00,33.4,70.8,1009.17,57.01,432.46,355.01877066712603,432.9497203257635,-0.4897203257635283,1
2020-01-03 16:00:00,31.92,68.3,1015.58,41.55,430.07,354.61765348920926,432.4605530356211,-2.39055303562111,1
2020-01-03 17:00:00,26.87,74.99,1002.48,71.91,437.78,357.1164214419801,435.50783102680504,2.272168973194937,1
2020-01-03 18:00:00,5.23,40.78,1025.13,92.74,483.12,396.79926189293263,483.9015388938203,-0.7815388938203114,1
2020-01-03 19:00:00,15.72,41.76,1023.07,66.95,462.19,380.3309826209771,463.8182714889965,-1.6282714889965177,1
2020-01-03 20:00:00,17.74,50.88,1015.56,89.78,457.71,374.57301235779147,456.7963565338921,0.9136434661078852,1
2020-01-03 21:00:00,27.13,59.54,1004.33,73.27,438.32,358.67162056153853,437.4044153189495,0.9155846810505182,1
2020-01-03 22:00:00,25.82,66.49,1013.2,60.32,434.35,359.8773742564212,438.87484665417225,-4.524846654172222,1
2020-01-03 23:00:00,34.2,68.14,1002.7,56.09,427.05,350.99751615439584,428.0457514077998,-0.9957514077997871,1
2020-01-04 00:00:00,19.13,68.61,1010.65,94.92,448.69,367.2206431688062,447.8300526448856,0.8599473551144001,1
2020-01-04 01:00:00,11.77,41.06,1021.45,76.63,475.88,387.6648842924605,472.76205401519576,3.117945984804237,1
2020-01-04 02:00:00,10.25,41.46,1018.67,84.41,479.28,391.1091935039344,476.96243110235906,2.3175688976409106,1
2020-01-04 03:00:00,23.82,48.92,1010.48,44.45,446.85,365.88853405401886,446.20552933416934,0.6444706658306814,1
2020-01-04 04:00:00,30.1,66.25,1009.38,65.41,434.99,357.1325835893817,435.5275409626606,-0.5375409626606142,1
2020-01-04 05:00:00,29.92,69.75,1009.12,67.15,441.5,355.5570520285807,433.6061610104643,7.893838989535709,1
2020-01-04 06:00:00,29.63,66.75,1018.08,58.46,433.26,356.3562260306031,434.580763451955,-1.320763451955031,1
2020-01-04 07:00:00,30.61,77.17,1009.49,73.19,430.46,355.15179624367966,433.11194663863375,-2.651946638633774,1
2020-01-04 08:00:00,16.18,50.88,1014.06,100.09,455.14,375.8443089910892,458.3467182818161,-3.2067182818161086,1
2020-01-04 09:00:00,31.66,73.91,1004.49,68.13,431.26,354.10158660340386,431.8312031748828,-0.5712031748827826,1
2020-01-04 10:00:00,29.14,61.5,1009.64,39.95,437.76,361.1520693796602,440.4293529020247,-2.6693529020246842,1
2020-01-04 11:00:00,18.4,43.96,1012.4,77.81,464.63,376.93510019720384,459.6769514600047,4.9530485399952795,1
2020-01-04 12:00:00,15.86,38.62,1016.65,67.51,462.58,380.72028274326135,464.2930277356846,-1.7130277356845909,1
2020-01-04 13:00:00,6.31,42.07,1004.61,77.74,483.27,397.76614109514014,485.08065987212217,-1.8106598721221872,1
2020-01-04 14:00:00,23.4,72.99,1009.48,88.82,438.51,359.2260346427205,438.0805300520982,0.4294699479017936,1
2020-01-04 15:00:00,33.62,77.17,1009.38,63.71,431.03,355.0569840514501,432.9963220139636,-1.9663220139636337,1
2020-01-04 16:00:00,6.89,43.65,1019.87,72.77,484.0,398.1500400064551,485.5488292761648,-1.5488292761647813,1
2020-01-04 17:00:00,27.41,69.98,1008.51,65.49,431.64,355.9434403973486,434.07736633823,-2.4373663382299924,1
2020-01-04 18:00:00,26.37,54.5,1014.48,66.31,451.78,366.37568518218586,446.79961607583647,4.980383924163505,1
2020-01-04 19:00:00,26.58,59.39,1014.49,65.87,439.46,362.3702018854223,441.91488034807605,-2.454880348076074,1
2020-01-04 20:00:00,15.25,43.02,1012.04,41.43,467.23,384.5690276436822,468.98661907766126,-1.7566190776612416,1
2020-01-04 21:00:00,21.24,41.67,1012.6,49.27,459.81,375.03240900177786,457.35659634363157,2.4534036563684367,1
2020-01-04 22:00:00,24.98,58.05,1011.69,69.97,447.15,364.0964490307062,444.02005979354414,3.129940206455842,1
2020-01-04 23:00:00,26.63,64.44,1012.66,61.19,442.0,363.0698473179326,442.7681064852837,-0.7681064852836812,1
2020-01-05 00:00:00,18.87,52.08,1005.25,99.19,449.61,369.5403495270838,450.65896283790704,-1.0489628379070268,1
2020-01-05 01:00:00,5.12,40.78,1025.45,96.88,481.28,394.78439815292666,481.444387991374,-0.16438799137404203,1
2020-01-05 02:00:00,31.1,71.32,1008.09,45.87,437.54,354.8421225995543,432.734295853115,4.805704146885034,1
2020-01-05 03:00:00,7.91,39.96,1023.57,88.44,475.52,394.5865635209633,481.2031262450772,-5.683126245077233,1
2020-01-05 04:00:00,14.97,58.2,1019.52,81.13,458.68,375.5998917860469,458.0486485195694,0.6313514804306237,1
2020-01-05 05:00:00,28.92,61.02,1011.19,56.13,436.76,361.2580023212552,440.55853941616493,-3.7985394161649424,1
2020-01-05 06:00:00,22.92,61.9,1013.27,78.32,446.08,365.02029685190774,445.1467034779363,0.9332965220636993,1
2020-01-05 07:00:00,12.55,38.91,1012.58,75.44,474.35,387.01275908629725,471.96677937353326,2.383220626466766,1
2020-01-05 08:00:00,9.38,41.44,1015.09,86.8,481.96,392.96085028227174,479.2205491247217,2.739450875278294,1
2020-01-05 09:00:00,10.28,41.46,1018.44,85.23,479.66,390.9632076650941,476.7843995915782,2.8756004084218034,1
2020-01-05 10:00:00,30.31,77.24,1008.02,67.84,435.28,354.7533239594799,432.6260048286341,2.653995171365864,1
2020-01-05 11:00:00,25.34,71.06,1007.74,92.52,434.86,356.6117379053411,434.89236329919646,-0.032363299196447315,1
2020-01-05 12:00:00,30.47,70.02,1009.65,62.03,435.72,355.7771192537939,433.87453567535846,1.8454643246415685,1
2020-01-05 13:00:00,20.18,56.53,1020.3,77.1,454.14,372.77571695703097,454.604532874428,-0.4645328744280164,1
2020-01-05 14:00:00,21.31,46.97,1014.08,62.57,455.76,373.1529618500008,455.0645876219522,0.695412378047763,1
2020-01-05 15:00:00,22.1,74.87,1009.4,85.78,442.83,362.83327423645255,442.4796027273812,0.3503972726188067,1
2020-01-05 16:00:00,20.09,63.94,1020.82,74.16,449.47,370.3329084854245,451.62549815295677,-2.1554981529567385,1
2020-01-05 17:00:00,22.36,58.79,1016.69,73.6,445.76,366.53495758657436,446.9938507153346,-1.2338507153345972,1
2020-01-05 18:00:00,9.43,37.14,1013.03,74.99,473.57,392.2679395995252,478.375536096982,-4.805536096981996,1
2020-01-05 19:00:00,28.86,49.3,1003.93,52.85,435.75,359.29668697424995,438.16669143201216,-2.4166914320121577,1
2020-01-05 20:00:00,23.25,70.32,1009.28,86.52,437.96,359.3122171656465,438.1856306898128,-0.2256306898128173,1
2020-01-05 21:00:00,22.7,60.84,1019.15,71.48,438.59,366.07038260114854,446.4272958550592,-7.83729585505921,1
2020-01-05 22:00:00,21.3,59.39,1013.83,84.53,444.21,366.74303007087207,447.247597647405,-3.0375976474049935,1
2020-01-05 23:00:00,19.94,44.9,1008.52,74.69,459.47,372.02381403775195,453.68757809481946,5.78242190518057,1
2020-01-06 00:00:00,14.97,43.67,1011.13,87.33,465.54,379.85553805349616,463.238461040849,2.301538959151003,1
2020-01-06 01:00:00,13.83,40.78,1024.85,73.08,458.85,383.66315979523324,467.88190218930885,-9.031902189308823,-1
2020-01-06 02:00:00,23.39,71.25,1005.22,93.7,435.68,358.4149052984791,437.0913479249745,-1.411347924974507,1
2020-01-06 03:00:00,21.48,47.43,1006.88,63.54,449.2,367.8996908252633,448.65815954300405,0.5418404569959421,1
2020-01-06 04:00:00,22.63,58.41,1013.69,90.32,445.43,364.9931559630168,445.1136048329474,0.31639516705263304,1
2020-01-06 05:00:00,20.01,45.09,1014.21,38.19,453.96,377.8045561826882,460.7372636374247,-6.77726363742471,1
2020-01-06 06:00:00,20.52,43.79,1015.9,68.1,463.93,375.95824048491147,458.48565912794083,5.444340872059172,1
2020-01-06 07:00:00,13.58,49.83,1008.9,86.8,465.82,380.0445860089833,463.4690073280284,2.3509926719715963,1
2020-01-06 08:00:00,14.38,44.84,1024.59,81.68,471.6,382.160908695857,466.0498886534842,5.550111346515848,1
2020-01-06 09:00:00,28.53,69.84,1004.46,68.03,427.72,353.66359762064235,431.2970702690761,-3.577070269076046,1
2020-01-06 10:00:00,13.89,35.71,1016.4,65.49,468.54,384.07937322199945,468.38947953902374,0.15052046097628136,1
2020-01-06 11:00:00,25.93,69.34,1008.91,79.43,434.08,357.0758414754376,435.4583432627288,-1.3783432627288335,1
2020-01-06 12:00:00,17.84,61.27,1020.1,70.68,454.57,371.6211594567652,453.19653592288444,1.3734640771155568,1
2020-01-06 13:00:00,6.28,41.06,1020.96,90.91,489.79,396.6146525945501,483.6764056031099,6.113594396890107,1
2020-01-06 14:00:00,8.16,39.64,1011.21,85.56,481.78,395.59407001050295,482.43179269573534,-0.6517926957353666,1
2020-01-06 15:00:00,18.61,67.71,1004.07,84.49,443.57,364.88783659419175,444.98516657828264,-1.4151665782826512,1
2020-01-06 16:00:00,16.23,43.72,1009.96,83.01,457.9,377.3212699736882,460.14789021181485,-2.2478902118148767,1
2020-01-06 17:00:00,8.66,41.01,1022.51,98.55,472.16,389.11556021783053,474.53117099735437,-2.3711709973543407,1
2020-01-06 18:00:00,19.53,66.54,1013.72,81.46,451.19,368.2116308688612,449.0385742303186,2.1514257696813956,1
2020-01-06 19:00:00,10.17,40.46,1018.54,68.21,470.33,391.3339769521663,477.2365572587394,-6.90655725873944,1
2020-01-06 20:00:00,6.48,40.27,1010.55,82.12,486.68,398.96269142975285,486.5398675972596,0.14013240274039163,1
2020-01-06 21:00:00,12.69,40.75,1016.05,82.92,472.68,386.0884541743012,470.839578261343,1.840421738657028,1
2020-01-06 22:00:00,23.77,61.87,1009.8,54.83,445.72,364.5719857762821,444.59998265400253,1.1200173459974962,1
2020-01-06 23:00:00,14.43,43.5,1021.86,83.14,466.58,381.84266464460586,465.6617861519584,0.9182138480416029,1
2020-01-07 00:00:00,28.25,57.19,1007.99,67.9,436.99,359.4229819935496,438.32070974823125,-1.3307097482312429,1
2020-01-07 01:00:00,12.26,39.96,1011.79,79.06,470.87,387.93116694138985,473.08678895291445,-2.216788952914442,1
2020-01-07 02:00:00,14.55,42.74,1027.29,66.64,457.77,380.6356831233304,464.18985746747614,-6.419857467476163,1
2020-01-07 03:00:00,24.57,51.95,1005.8,70.07,448.15,363.7327513201094,443.57652600013347,4.573473999866508,1
2020-01-07 04:00:00,10.25,41.26,1007.44,98.08,476.03,388.31392398466306,473.553565834955,2.4764341650449637,1
2020-01-07 05:00:00,21.96,51.43,1007.28,89.96,442.87,365.81094362810114,446.110906863538,-3.2409068635379867,1
2020-01-07 06:00:00,9.82,39.64,1010.79,69.22,477.93,391.60441679683987,477.56636194736575,0.36363805263425775,1
2020-01-07 07:00:00,18.58,44.6,1016.61,48.15,459.06,378.09866683762743,461.0959351678384,-2.0359351678383746,1
2020-01-07 08:00:00,20.57,44.9,1008.39,62.69,456.18,373.4055396300071,455.3726093048868,0.807390695113213,1
2020-01-07 09:00:00,8.61,41.04,1024.81,95.6,473.62,389.5907573584671,475.1106797054477,-1.4906797054476897,1
2020-01-07 10:00:00,9.99,43.52,1022.95,99.67,473.64,386.80163185501647,471.709307140264,1.9306928597359843,1
2020-01-07 11:00:00,13.97,52.05,1012.05,85.36,463.64,378.8854238256693,462.05539490935286,1.5846050906471305,1
2020-01-07 12:00:00,16.76,43.67,1011.27,70.55,462.44,378.45678186377427,461.53266080948083,0.907339190519167,1
2020-01-07 13:00:00,25.58,47.01,1014.5,63.53,454.39,367.6332271374964,448.33320382621514,6.056796173784846,1
2020-01-07 14:00:00,17.34,46.48,1007.18,83.15,452.06,373.73024222671694,455.76858808136217,-3.7085880813621657,1
2020-01-07 15:00:00,19.13,66.86,1012.95,71.24,453.31,369.4361745953774,450.5319202382651,2.7780797617348867,1
2020-01-07 16:00:00,12.75,40.64,1020.44,83.17,466.93,385.57006490377125,470.20739622411133,-3.277396224111328,1
2020-01-07 17:00:00,29.46,49.3,1003.88,54.1,436.37,359.1315001287527,437.9652440594545,-1.595244059454501,1
2020-01-07 18:00:00,15.59,52.75,1024.3,59.93,458.87,378.47950143381604,461.56036760221474,-2.690367602214735,1
2020-01-07 19:00:00,14.2,43.02,1012.18,57.07,470.67,384.9641835097061,469.46851647525136,1.201483524748653,1
2020-01-07 20:00:00,14.05,40.35,1011.52,66.21,475.54,384.2983695638347,468.65654824857893,6.883451751421092,1
2020-01-07 21:00:00,32.35,77.95,1014.76,60.88,432.72,354.88655833191604,432.78848577062934,-0.06848577062930872,1
2020-01-07 22:00:00,21.41,56.9,1007.03,79.41,441.41,364.8452534242232,444.933235883199,-3.5232358831989927,1
2020-01-07 23:00:00,10.61,37.5,1008.8,100.13,472.9,388.1306462770558,473.3300564354339,-0.4300564354339258,1
2020-01-08 00:00:00,19.13,40.79,1004.47,91.7,457.83,375.22025472451537,457.58567649331144,0.24432350668854497,1
2020-01-08 01:00:00,17.28,44.06,1018.15,66.93,462.05,379.4176870026688,462.70449634471805,-0.6544963447180407,1
2020-01-08 02:00:00,24.79,50.78,1008.78,61.88,445.3,364.17673300168576,444.11796707522655,1.1820329247734662,1
2020-01-08 03:00:00,28.66,50.05,1006.08,47.74,435.94,360.4642337603541,439.5905289760416,-3.650528976041585,1
2020-01-08 04:00:00,12.91,41.16,1011.9,89.19,472.71,384.9815535415766,469.4896994409471,3.2203005590528733,1
2020-01-08 05:00:00,17.32,43.7,1015.13,61.66,464.5,380.50148693689647,464.02620358158106,0.47379641841894227,1
2020-01-08 06:00:00,18.74,59.21,1018.3,91.55,449.77,368.26235895392944,449.10043774869445,0.6695622513055355,1
2020-01-08 07:00:00,26.69,70.36,1006.82,68.29,435.04,355.6945108708149,433.77379374489624,1.266206255103782,1
2020-01-08 08:00:00,12.28,40.55,1005.72,98.56,472.47,386.19226150526805,470.96617256740006,1.5038274325999623,1
2020-01-08 09:00:00,14.46,44.78,1007.64,67.03,459.31,381.2582038523471,464.9490290882282,-5.639029088228199,1
2020-01-08 10:00:00,30.54,70.17,999.42,64.32,434.62,352.9568867949474,430.4352277987164,4.184772201283579,1
2020-01-08 11:00:00,27.58,66.48,1004.82,51.23,435.34,355.88460193200154,434.005612112197,1.3343878878029614,1
2020-01-08 12:00:00,32.17,73.21,1001.43,69.86,430.64,353.46977250961055,431.0606981824519,-0.4206981824519289,1
2020-01-08 13:00:00,26.23,59.87,1012.93,66.62,447.16,363.5917867670249,443.404618008567,3.755381991433012,1
2020-01-08 14:00:00,11.69,35.76,1019.02,55.6,471.72,386.8674503688978,471.7895736206071,-0.06957362060705918,1
2020-01-08 15:00:00,14.73,39.82,1012.67,80.82,470.41,382.8364999982036,466.87378048561413,3.536219514385891,1
2020-01-08 16:00:00,12.36,48.04,1012.8,93.59,468.37,380.08513654765983,463.5184592044632,4.851540795536778,1
2020-01-08 17:00:00,9.52,40.96,1023.48,86.49,483.59,391.887701253432,477.9118307968683,5.678169203131688,1
2020-01-08 18:00:00,27.32,73.42,1012.07,86.3,432.74,355.5733046803711,433.62598131752577,-0.8859813175257614,1
2020-01-08 19:00:00,23.81,73.17,1012.13,86.13,438.11,359.2396764362212,438.09716638563566,0.012833614364353707,1
2020-01-08 20:00:00,7.92,42.28,1008.55,81.68,484.75,395.9777347985603,482.89967658361013,1.8503234163898696,1
2020-01-08 21:00:00,23.58,58.82,1009.68,81.38,445.01,362.8040717067378,442.44398988626557,2.5660101137344213,1
2020-01-08 22:00:00,20.78,60.84,1018.66,80.4,445.82,367.2393369198055,447.85284990220185,-2.0328499022018605,1
2020-01-08 23:00:00,19.68,68.28,1002.62,71.57,452.47,365.7969208476026,446.09380591171055,6.3761940882894805,1
2020-01-09 00:00:00,14.12,40.92,1022.46,73.28,459.76,383.13587111840275,467.23886721756435,-7.478867217564357,1
2020-01-09 01:00:00,22.97,62.4,1010.25,75.18,445.3,364.0577722642865,443.97289300522743,1.3271069947725778,1
2020-01-09 02:00:00,6.89,39.37,1020.21,74.17,486.9,398.434168539306,485.89532748695854,1.0046725130414416,1
2020-01-09 03:00:00,19.98,56.53,1020.22,73.53,454.89,373.1219778999793,455.02680231704795,-0.13680231704796597,1
2020-01-09 04:00:00,21.71,60.27,1015.74,89.76,441.19,365.63654787732685,445.8982291186913,-4.708229118691293,1
2020-01-09 05:00:00,23.02,59.21,1011.74,83.18,440.5,363.6726254336251,443.5032017483233,-3.003201748323306,1
2020-01-09 06:00:00,27.71,69.51,1009.65,58.38,435.04,357.67636226501884,436.19068568904737,-1.15068568904735,1
2020-01-09 07:00:00,10.46,37.5,1013.12,76.74,472.16,390.69974913283846,476.46310869858354,-4.3031086985835145,1
2020-01-09 08:00:00,27.18,62.66,1009.89,52.83,442.16,361.980512359858,441.439649219339,0.7203507806610219,1
2020-01-09 09:00:00,25.56,50.05,1005.67,69.29,442.49,362.82829903151736,442.47353540428946,0.016464595710544927,1
2020-01-09 10:00:00,19.69,39.72,1001.49,60.34,456.55,376.00647015826047,458.5444758027567,-1.9944758027567104,1
2020-01-09 11:00:00,31.37,76.86,997.34,62.94,431.03,354.2778959187268,432.04621453503273,-1.0162145350327592,1
2020-01-09 12:00:00,14.17,41.67,1013.4,72.77,471.42,383.13331354858275,467.235748229979,4.184251770021035,1
2020-01-09 13:00:00,15.6,43.71,1024.88,80.37,463.34,379.8860661599287,463.2756904389375,0.06430956106248686,1
2020-01-09 14:00:00,25.3,71.58,1010.18,87.36,433.97,357.4188371713171,435.87663069672817,-1.9066306967281434,1
2020-01-09 15:00:00,7.09,39.37,1020.07,73.26,487.0,396.41546456826677,483.43349337593514,3.566506624064857,1
2020-01-09 16:00:00,6.07,41.14,1027.57,86.98,480.19,395.43560921599817,482.23854782438804,-2.048547824388038,1
2020-01-09 17:00:00,9.86,38.38,1018.22,85.35,479.56,391.07741248171567,476.92367375818986,2.6363262418101385,1
2020-01-09 18:00:00,14.73,40.35,1011.15,65.2,470.03,382.97419096875495,467.04169630335974,2.98830369664023,1
2020-01-09 19:00:00,31.32,74.33,1012.92,36.48,429.57,355.1174649980398,433.0700792659022,-3.5000792659022295,1
2020-01-09 20:00:00,6.14,38.5,1012.4,75.35,489.26,398.83321768619595,486.38197278804387,2.878027211956123,1
2020-01-09 21:00:00,27.92,69.23,1013.21,44.43,435.62,357.9457855347729,436.5192506521621,-0.8992506521620953,1
2020-01-09 22:00:00,25.63,58.86,1014.86,52.75,443.84,364.5056466782456,444.5190813149337,-0.6790813149337396,1
2020-01-09 23:00:00,16.37,36.99,1006.37,90.11,463.76,379.7803558129549,463.14677538165233,0.6132246183476582,1
2020-01-10 00:00:00,28.31,65.71,1014.67,59.29,447.26,362.08835403769785,441.5711634606072,5.68883653939281,1
2020-01-10 01:00:00,24.44,69.84,1005.34,80.37,430.3,358.61049366726235,437.32987032592973,-7.029870325929721,1
2020-01-10 02:00:00,11.33,41.5,1013.58,88.7,475.01,387.97197056814707,473.1365494733501,1.87345052664989,1
2020-01-10 03:00:00,23.87,63.94,1019.02,44.28,445.11,365.843899346277,446.15109676375243,-1.0410967637524209,1
2020-01-10 04:00:00,21.14,48.78,1020.39,86.2,450.35,370.297025101868,451.5817379291073,-1.2317379291072825,1
2020-01-10 05:00:00,22.24,60.07,1015.93,62.25,446.14,367.5184553183912,448.19323819316,-2.053238193160041,1
2020-01-10 06:00:00,23.07,70.47,1008.64,83.37,439.04,359.42032159192,438.31746535600007,0.7225346439999498,1
2020-01-10 07:00:00,25.95,59.14,1016.42,67.03,438.46,363.5926529216371,443.40567429467944,-4.945674294679463,1
2020-01-10 08:00:00,16.44,43.96,1013.66,76.31,468.57,379.25113008427263,462.50137815155205,6.068621848447947,1
2020-01-10 09:00:00,20.66,41.54,1014.68,79.7,461.55,374.57476735118917,456.7984967697429,4.7515032302571285,1
2020-01-10 10:00:00,15.01,39.52,1017.53,72.0,468.02,381.60249948678705,465.368901813155,2.6510981868449903,1
2020-01-10 11:00:00,20.51,63.86,1020.65,75.36,447.18,369.24113357228055,450.29406533204946,-3.1140653320494494,1
